route,title,title_chars,description,desc_chars,h1,og_image,canonical
"/refrigerant/r-134a/","R134a PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R134a saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 71.1 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"R134a PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-134a/"
"/refrigerant/r-143a/","R143a PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R143a saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 150.4 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R143a PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-143a/"
"/refrigerant/r-152a/","R152a PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R152a saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 62.3 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"R152a PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-152a/"
"/refrigerant/r-218/","R218 PT Chart: Full °F/PSIG Table (Free PDF Printable)",54,"R218 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 98.4 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",145,"R218 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-218/"
"/refrigerant/r-22/","R22 PT Chart: Full °F/PSIG Table (Free PDF Printable)",53,"Complete R22 saturation pressure-temperature chart from -40 to 150°F in 1°F steps. Production banned 2020 — reclaimed supply legal for service.",143,"R22 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-22/"
"/refrigerant/r-236ea/","R236ea PT Chart: Full °F/PSIG Table (Free PDF Printable)",56,"R236ea saturation pressure-temperature chart, 1°F steps from -22 to 150°F. 70°F = 11.3 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R236ea PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-236ea/"
"/refrigerant/r-236fa/","R236fa PT Chart: Full °F/PSIG Table (Free PDF Printable)",56,"R236fa saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 19.9 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R236fa PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-236fa/"
"/refrigerant/r-245fa/","R245fa PT Chart: Full °F/PSIG Table (Free PDF Printable)",56,"R245fa saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 3.9 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"R245fa PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-245fa/"
"/refrigerant/r-290/","R290 (Propane) PT Chart: Full °F/PSIG Table (Free PDF Printable)",64,"R290 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 110.2 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"R290 (Propane) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-290/"
"/refrigerant/r-32/","R32 PT Chart: Full °F/PSIG Table (Free PDF Printable)",53,"R32 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 205.8 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",145,"R32 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-32/"
"/refrigerant/r-365mfc/","R365mfc PT Chart: Full °F/PSIG Table (Free PDF Printable)",57,"R365mfc saturation pressure-temperature chart, 1°F steps from -29 to 150°F. 70°F = -7.7 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",148,"R365mfc PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-365mfc/"
"/refrigerant/r-404a/","R404A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R404A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 149.3 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R404A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-404a/"
"/refrigerant/r-407a/","R407A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R407A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 148.8 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R407A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-407a/"
"/refrigerant/r-407c/","R407C PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R407C saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 140.5 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R407C PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-407c/"
"/refrigerant/r-407f/","R407F PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R407F saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 156.4 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R407F PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-407f/"
"/refrigerant/r-410a/","R410A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R410A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 201.8 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R410A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-410a/"
"/refrigerant/r-417a/","R417A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R417A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 113.5 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R417A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-417a/"
"/refrigerant/r-421a/","R421A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R421A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 122.0 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R421A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-421a/"
"/refrigerant/r-422a/","R422A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R422A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 153.2 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R422A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-422a/"
"/refrigerant/r-422b/","R422B PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R422B saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 123.5 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R422B PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-422b/"
"/refrigerant/r-422d/","R422D PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R422D saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 133.3 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R422D PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-422d/"
"/refrigerant/r-427a/","R427A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R427A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 134.7 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R427A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-427a/"
"/refrigerant/r-438a/","R438A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"Complete R438A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",152,"R438A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-438a/"
"/refrigerant/r-448a/","R448A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"Complete R448A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",152,"R448A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-448a/"
"/refrigerant/r-449a/","R449A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R449A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 151.0 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R449A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-449a/"
"/refrigerant/r-450a/","R450A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"Complete R450A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",152,"R450A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-450a/"
"/refrigerant/r-452a/","R452A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R452A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 156.9 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R452A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-452a/"
"/refrigerant/r-452b/","R452B PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R452B saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 192.5 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R452B PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-452b/"
"/refrigerant/r-454b/","R454B PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R454B saturation pressure-temperature chart, 1°F steps from -40 to 134°F. 70°F = 190.5 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R454B PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-454b/"
"/refrigerant/r-454c/","R454C PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R454C saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 141.2 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R454C PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-454c/"
"/refrigerant/r-455a/","R455A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R455A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 170.1 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R455A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-455a/"
"/refrigerant/r-457a/","R457A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R457A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 125.6 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R457A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-457a/"
"/refrigerant/r-500/","R500 PT Chart: Full °F/PSIG Table (Free PDF Printable)",54,"R500 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 86.6 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",145,"R500 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-500/"
"/refrigerant/r-502/","R502 PT Chart: Full °F/PSIG Table (Free PDF Printable)",54,"R502 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 133.9 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"R502 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-502/"
"/refrigerant/r-503/","R503 PT Chart: Full °F/PSIG Table (Free PDF Printable)",54,"Complete R503 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",151,"R503 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-503/"
"/refrigerant/r-507a/","R507A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R507A saturation pressure-temperature chart, 1°F steps from -40 to 148°F. 70°F = 153.0 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R507A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-507a/"
"/refrigerant/r-513a/","R513A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R513A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 77.2 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"R513A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-513a/"
"/refrigerant/r-514a/","R514A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"Complete R514A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",152,"R514A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-514a/"
"/refrigerant/r-515a/","R515A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"Complete R515A saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",152,"R515A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-515a/"
"/refrigerant/r-515b/","R515B PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"Complete R515B saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",152,"R515B PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-515b/"
"/refrigerant/r-516a/","R516A PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R516A saturation table °F/PSIG and °C/kPa. ASHRAE A2L, GWP 142 — under the EU F-Gas 150 cap. Full PT chart, service notes, and R134a drop-in comparison.",152,"R516A PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-516a/"
"/refrigerant/r-600a/","R600a (Isobutane) PT Chart: Full °F/PSIG Table (Free PDF Printable)",67,"R600a saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 30.6 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"R600a (Isobutane) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-600a/"
"/refrigerant/r-717/","R717 (Ammonia) PT Chart: Full °F/PSIG Table (Free PDF Printable)",64,"R717 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 114.1 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"R717 (Ammonia) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-717/"
"/refrigerant/r-744/","R744 (CO2) PT Chart: Full °F/PSIG Table (Free PDF Printable)",60,"R744 saturation pressure-temperature chart, 1°F steps from -40 to 87°F. 70°F = 838.1 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",145,"R744 (CO2) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-744/"
"/refrigerant/r-c318/","RC318 PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"RC318 saturation pressure-temperature chart, 1°F steps from -39 to 150°F. 70°F = 25.3 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"RC318 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-c318/"
"/saturation-properties-calculator/","HVAC Saturation Calculator: Saturation Temp And Pressure (Easy)",63,"Full saturation state at any temperature or pressure for 50+ refrigerants: density, enthalpy, entropy, latent heat. CoolProp 7.2.0, bubble and dew for blends.",158,"Saturation Properties Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/saturation-properties-calculator/"
"/subcooling-calculator/","Subcooling Calculator: What Should Subcooling Be? (61 Refrigerants)",67,"Liquid PSIG + line temp → subcooling with overcharge/undercharge reading. TXV target 8–12°F. Works for all common refrigerants including blends with glide.",155,"Subcooling Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/subcooling-calculator/"
"/superheat-calculator/","Superheat Calculator: For Any Refrigerant (+ Target Chart)",58,"Free superheat calculator for 50+ refrigerants with dew-curve math for blends. Suction PSIG + line temp → superheat, ACCA Manual T targets, diagnostics.",152,"Superheat Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/superheat-calculator/"
"/superheat-subcooling-fundamentals/","Superheat And Subcooling Explained: What Are They In HVAC? (Guide)",66,"What superheat and subcooling mean, how to measure both, target ranges by metering-device type (TXV 8–15°F SH), and the 4-pattern diagnostic matrix.",148,"Superheat & Subcooling Fundamentals","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/superheat-subcooling-fundamentals/"
"/system-pressure-diagnostic-calculator/","System Pressure Diagnostic: 8-Input HVAC Fault Finder (Free)",60,"Enter ambient, return air, suction and liquid P/T, system type: get superheat, subcooling, condenser and evaporator approach with severity-ranked findings.",155,"System Pressure Diagnostic Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/system-pressure-diagnostic-calculator/"
"/terms-of-service/","Terms of Service",16,"Terms of service for HVAC PT Charts: what the site is, what it isn't, disclaimers, intellectual property.",105,"Terms of Service","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/terms-of-service/"
"/what-pressure-should-410a/","R410A Operating Pressures: What Should R410A Be? (By Temp)",58,"R410A operating pressures on residential AC: 40°F evap = 119 PSIG saturation, head 250–500 PSIG over outdoor 65–115°F. Diagnostic procedure + FAQ.",146,"What Pressure Should R410A Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-410a/"
"/what-pressure-should-r1234yf/","R1234yf Operating Pressures: What Should R1234yf Be? (By Temp)",62,"R1234yf mobile AC operating pressures: high side 150–290 PSIG (idle to load), low side 25–45 PSIG. EPA 609 + SAE J2843 procedures. Cross-contamination FAQ.",155,"What Pressure Should R1234yf Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r1234yf/"
"/what-pressure-should-r134a/","R134a Operating Pressures: What Should R134a Be? (By Temp)",58,"R134a operating pressures on refrigeration and chillers: 40°F evap = 35 PSIG saturation, head 150–240 PSIG typical. Diagnostic procedure + service notes.",153,"What Pressure Should R134a Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r134a/"
"/what-pressure-should-r22/","R22 Operating Pressures: What Should R22 Be? (By Temp)",54,"R22 operating pressures on residential AC: 40°F evap = 68 PSIG saturation, head 200–320 PSIG at outdoor 65–115°F. Reclaimed-supply diagnostic + FAQ.",148,"What Pressure Should R22 Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r22/"
"/what-pressure-should-r32/","R32 Operating Pressures: What Should R32 Be? (By Temp)",54,"R32 A2L residential AC operating pressures: 40°F evap = 121 PSIG saturation, head 280–580 PSIG at outdoor 65–115°F. Diagnostic procedure + A2L handling notes.",158,"What Pressure Should R32 Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r32/"
"/what-pressure-should-r404a/","R404A Operating Pressures: What Should R404A Be? (By Temp)",58,"R404A commercial refrigeration operating pressures: 40°F evap ≈ 86 PSIG saturation, low-temp 20–45 PSIG, head 240–360 PSIG. Diagnostic procedure + FAQ.",151,"What Pressure Should R404A Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r404a/"
"/what-pressure-should-r407c/","R407C Operating Pressures: What Should R407C Be? (By Temp)",58,"R407C operating pressures on residential AC (R22 retrofit): 40°F dew = 63 PSIG, head 240–380 PSIG by outdoor temp. Diagnostic procedure + glide notes.",150,"What Pressure Should R407C Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r407c/"
"/what-pressure-should-r449a/","R449A Operating Pressures: What Should R449A Be? (By Temp)",58,"R449A operating pressures on commercial refrigeration (R404A Opteon XP40 retrofit): 40°F dew ≈ 72 PSIG, head 240–360 PSIG. Diagnostic + retrofit notes.",151,"What Pressure Should R449A Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r449a/"
"/what-pressure-should-r454b/","R454B Operating Pressures: What Should R454B Be? (By Temp)",58,"R454B A2L residential AC operating pressures: 40°F dew ≈ 107 PSIG, head 240–490 PSIG at outdoor 65–115°F. Diagnostic procedure + A2L handling.",142,"What Pressure Should R454B Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r454b/"
"/what-pressure-should-r454c/","R454C Operating Pressures: What Should R454C Be? (By Temp)",58,"R454C A2L commercial refrigeration operating pressures: 40°F dew ≈ 62 PSIG, head 210–330 PSIG by ambient. Diagnostic procedure + 14°F glide notes.",146,"What Pressure Should R454C Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r454c/"
"/what-pressure-should-r744/","R744 (CO2) Operating Pressures: What Should They Be? (By Temp)",62,"R744 CO2 transcritical operating pressures: suction 250–450 PSIG, discharge 1200–1800 PSIG in warm climate. Very different regime — dedicated procedure + FAQ.",158,"What Pressure Should R744 (CO2) Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r744/"
