route,title,title_chars,description,desc_chars,h1,og_image,canonical
"/r-744-vs-r-290/","R-744 vs R-290 — CO₂ Transcritical vs Propane A3 Charge-Limited",63,"R-744 vs R-290: CO₂ (very high pressure, non-flammable, transcritical) vs propane (charge-limited A3 highly flammable). Both GWP < 5. Different application classes.",164,"R-744 vs R-290: Two Natural Refrigerants, Different Trade-offs","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-744-vs-r-290/"
"/refrigerant-charge-calculator/","Refrigerant Charge Calculator — Line-Set Length Adjustment",58,"Compute the line-set adjustment to nameplate charge for residential and commercial split systems. Per-foot oz values from CoolProp liquid density at 100°F. Supports R-410A, R-22, R-32, R-454B, R-134a, R-407C, R-404A, R-290, R-744, and 50+ other refrigerants.",258,"Refrigerant Charge Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-charge-calculator/"
"/refrigerant-comparison-guide/","Refrigerant Comparison Guide — Frameworks, Decisions, Trade-offs",64,"Framework for comparing HVAC refrigerants across thermodynamics, safety class, environmental impact, regulation, and field practice. Decision logic for residential AC, commercial refrigeration, chillers, and naturals.",217,"Refrigerant Comparison Guide","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-comparison-guide/"
"/refrigerant-gwp-rankings/","Refrigerant GWP Rankings — IPCC AR5 100-Year Values",51,"Sortable table of HVAC refrigerant Global Warming Potential values per IPCC AR5 (and AR6 where different). Filter by type, safety class, or GWP bucket. Includes EU F-Gas and AIM Act threshold markers.",200,"Refrigerant GWP Rankings","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-gwp-rankings/"
"/refrigerant-prices-guide/","Why Refrigerant Prices Keep Rising — AIM Act, EU F-Gas, and the Three-Tier Pricing Structure | HVAC PT Charts",109,"How the AIM Act HFC phase-down, EU F-Gas Regulation, and the virgin/reclaimed/recycled tier structure determine refrigerant prices. Historical R-22 case study, pricing-driver framework for R-410A and R-32, container-size economics, recharge service-quote interpretation. Sourced from 40 CFR Part 84, EU 517/2014, AHRI 700, and Hudson Technologies SEC filings.",359,"Why Refrigerant Prices Keep Rising — The AIM Act, EU F-Gas Phase-Down, and the Three-Tier Pricing Structure","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-prices-guide/"
"/refrigerant-pt-comparison-tool/","Refrigerant PT Comparison Tool — Overlay PT Charts for Retrofit & New Equipment",79,"Overlay saturation pressure-temperature curves for 2-4 HVAC refrigerants on one chart. Visual comparison for retrofit (R-22 → R-407C, R-454C), new-equipment specification (R-32 vs R-410A vs R-454B), commercial low-GWP transitions (R-404A → R-448A → R-454C), and mobile AC (R-134a vs R-1234yf). CoolProp 7.2.0 sourced.",317,"Refrigerant PT Comparison Tool","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-pt-comparison-tool/"
"/refrigerant-retrofit-compatibility-calculator/","Refrigerant Retrofit Compatibility Calculator",45,"Evaluate refrigerant retrofit feasibility from any existing refrigerant to any target. Five-criterion analysis: lubricant, safety class, pressure, glide, application. Verdict from 'drop-in' to 'not feasible' with specific recommendations.",238,"Refrigerant Retrofit Compatibility Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-retrofit-compatibility-calculator/"
"/refrigerant-safety-classifications/","Refrigerant Safety Classifications — ASHRAE 34",46,"Searchable table of every common HVAC refrigerant classified per ANSI/ASHRAE Standard 34-2022. A1, A2L, A2, A3, B1, B2L explained with the full table of 61 refrigerants.",169,"Refrigerant Safety Classifications","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-safety-classifications/"
"/refrigerant/r-11/","R-11 PT Chart, CFC Reference, Banned 1996, Historical Centrifugal Chillers | HVAC PT Charts",91,"R-11 (CFC-11, trichlorofluoromethane) — pure CFC. ASHRAE A1, GWP 4750. ODP = 1.0 (the reference). US production banned 1996. Historical low-pressure centrifugal chillers.",170,"R-11","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-11/"
"/refrigerant/r-1150/","R-1150 (Ethylene) PT Chart, A3 Flammable, Industrial Cascade Refrigeration | HVAC PT Charts",91,"R-1150 (ethylene, C₂H₄) — pure hydrocarbon refrigerant. ASHRAE A3 (highly flammable). Critical temperature 9.2°C/48.6°F. Used in low-temperature industrial cascade systems.",172,"R-1150","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1150/"
"/refrigerant/r-12/","R-12 PT Chart, CFC, A1, GWP 10900, ODP 1.0 — Banned 1996 | HVAC PT Charts",73,"R-12 (dichlorodifluoromethane, CCl₂F₂) PT chart. CFC banned globally under Montreal Protocol since 1996. A1 non-flammable, GWP 10900, ODP 1.0 (reference value). Reference page for legacy R-12 service history.",208,"R-12","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-12/"
"/refrigerant/r-1224yd-z/","R-1224yd(Z) AMOLEA PT Chart, A1, GWP 1 — R-123 Replacement | HVAC PT Charts",75,"Verified R-1224yd(Z) (AGC AMOLEA 1224yd) PT chart and properties. Ultra-low GWP (1) HCFO designed as drop-in R-123 replacement for low-pressure centrifugal chillers.",165,"R-1224yd(Z)","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1224yd-z/"
"/refrigerant/r-123/","R-123 PT Chart, B1 HCFC, GWP 79, ODP 0.02 — Low-Pressure Chiller | HVAC PT Charts",81,"R-123 (2,2-dichloro-1,1,1-trifluoroethane) PT chart. B1 toxic non-flammable HCFC, GWP 79, ODP 0.02. Low-pressure centrifugal chiller refrigerant; US production banned 1 January 2020.",182,"R-123","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-123/"
"/refrigerant/r-1233zd-e/","R-1233zd(E) PT Chart, A1 HCFO, GWP 1 — Low-Pressure Chiller R-123 Replacement | HVAC PT Charts",94,"R-1233zd(E) (trans-1-chloro-3,3,3-trifluoro-1-propene) PT chart. A1 non-flammable HCFO, GWP 1, ODP <0.001. The dominant R-123 replacement for low-pressure centrifugal chillers. Trade name Honeywell Solstice zd.",210,"R-1233zd(E)","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1233zd-e/"
"/refrigerant/r-1233zd-z/","R-1233zd(Z) PT Chart — Specialty HFO Isomer, Foam Blowing | HVAC PT Charts",74,"R-1233zd(Z) (cis-1-Chloro-3,3,3-trifluoro-1-propene Z-isomer) reference page. Specialty isomer; less common than the E-isomer. Foam blowing and heat-transfer applications.",171,"R-1233zd(Z)","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1233zd-z/"
"/refrigerant/r-1234yf/","R-1234yf PT Chart, A2L HFO, GWP 4 (AR4) — Mobile AC Standard | HVAC PT Charts",77,"R-1234yf (2,3,3,3-tetrafluoropropene) PT chart, A2L mildly flammable. GWP 4 (IPCC AR4 / EPA SNAP basis) — strict IPCC AR5/AR6 puts the true 100-yr GWP at <1 due to ~11-day atmospheric lifetime. Dominant mobile AC refrigerant since 2017 (EU) / 2021 (US). Pure HFO, no glide, PAG / POE lubricants.",295,"R-1234yf","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1234yf/"
"/refrigerant/r-1234ze-e/","R-1234ze(E) Solstice ze PT Chart, A2L HFO, GWP 7 (AR4) — Chiller Replace | HVAC PT Charts",89,"Verified R-1234ze(E) (Honeywell Solstice ze, E-isomer of HFO-1234ze, 1,3,3,3-tetrafluoropropene) PT chart. ASHRAE A2L, GWP 7 (AR4 / EPA SNAP basis; ≈1 per strict AR5/AR6). Low-pressure chiller R-134a replacement.",212,"R-1234ze(E)","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1234ze-e/"
"/refrigerant/r-1234ze-z/","R-1234ze(Z) PT Chart, A2L, High-Temp Heat Pump — Z-Isomer | HVAC PT Charts",74,"Verified R-1234ze(Z) (cis-1,3,3,3-tetrafluoropropene Z-isomer) PT chart. ASHRAE A2L. Specialty refrigerant for high-temperature heat pumps and organic Rankine cycle. Normal boiling +9.7°C.",188,"R-1234ze(Z)","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1234ze-z/"
"/refrigerant/r-1234ze/","R-1234ze PT Chart, A2L HFO, GWP 7 (AR4) — Chiller and Heat Pump Refrigerant | HVAC PT Charts",92,"R-1234ze (1,3,3,3-tetrafluoropropene E-isomer) PT chart, A2L mildly flammable. GWP 7 (IPCC AR4 / EPA SNAP basis); strict IPCC AR5/AR6 puts the true 100-yr GWP near 1 due to ~16-day atmospheric lifetime. Pure HFO for centrifugal chillers and high-temp heat pumps. Honeywell Solstice ze; lower pressure than R-134a.",313,"R-1234ze","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1234ze/"
"/refrigerant/r-124/","R-124 PT Chart, HCFC, GWP 527, ODP 0.022 — Phased Out 2015 | HVAC PT Charts",75,"Verified R-124 (HCFC-124, 1-chloro-1,2,2,2-tetrafluoroethane) PT chart. ASHRAE A1. ODP 0.022, GWP 527. Production phased out in 2015. Historical blend component in R-409A, R-414B retrofits.",189,"R-124","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-124/"
"/refrigerant/r-125/","R-125 PT Chart, A1 HFC Component, GWP 3500 — Blend Constituent | HVAC PT Charts",79,"R-125 (pentafluoroethane, CHF₂CF₃) PT chart. A1 non-flammable, GWP 3500. Primary flammability-suppression component in R-410A, R-404A, R-407C, R-507A, R-407A, and many HFC blends.",179,"R-125","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-125/"
"/refrigerant/r-1270/","R-1270 Propylene PT Chart, A3 Flammable, GWP 2 — Industrial | HVAC PT Charts",76,"Verified R-1270 (propylene, propene, HC-1270) PT chart and properties. Hydrocarbon refrigerant, A3 highly flammable, GWP 2. Used in industrial refrigeration and ethylene production cascade systems.",197,"R-1270","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1270/"
"/refrigerant/r-13/","R-13 PT Chart, CFC Cascade Refrigerant, GWP 14400 — Banned 1996 | HVAC PT Charts",80,"R-13 (CFC-13, chlorotrifluoromethane) PT chart and properties. Historical cascade low-stage refrigerant for environmental test chambers and cryogenic systems. Banned 1996. ODP 1.0, GWP 14400, atmospheric lifetime 640 years.",223,"R-13","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-13/"
"/refrigerant/r-1336mzz-z/","R-1336mzz(Z) PT Chart, A1 HFO, GWP 2 — High-Temp Heat Pumps | HVAC PT Charts",76,"R-1336mzz(Z) (cis-1,1,1,4,4,4-hexafluoro-2-butene) PT chart. A1 non-flammable HFO, GWP 2. Chemours Opteon 1100. High-temperature heat pumps and very low-pressure chillers. Higher boiling point than R-123.",204,"R-1336mzz(Z)","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1336mzz-z/"
"/refrigerant/r-134a/","R-134a PT Chart, HFC, A1, GWP 1430 — Mobile AC + Chillers | HVAC PT Charts",74,"Verified R-134a (1,1,1,2-tetrafluoroethane) PT chart, A1 non-flammable, GWP 1430. Mobile AC (replaced by R-1234yf), centrifugal chillers, commercial refrigeration. POE / PAG oils.",179,"R-134a","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-134a/"
"/refrigerant/r-143a/","R-143a PT Chart, A2L HFC Component, GWP 4470 — R-404A Constituent | HVAC PT Charts",82,"R-143a (1,1,1-trifluoroethane, CH₃CF₃) PT chart. A2L mildly flammable, GWP 4470 — the highest among mainstream HFC blend components. Primary component in R-404A (52%) and R-507A (50%).",184,"R-143a","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-143a/"
"/refrigerant/r-152a/","R-152a PT Chart, A2 HFC, GWP 124 — Aerosol Propellant and Blend Component | HVAC PT Charts",90,"R-152a (1,1-difluoroethane) PT chart. A2 flammable HFC, GWP 124, ODP 0. Aerosol propellant standard, foam blowing agent, component in R-500. Limited refrigerant use due to A2 flammability.",188,"R-152a","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-152a/"
"/refrigerant/r-218/","R-218 PT Chart, PFC, GWP 8830 — Specialty Cascade, Fire Suppression | HVAC PT Charts",84,"R-218 (perfluoropropane, octafluoropropane, C₃F₈) PT chart. Perfluorocarbon — extremely high GWP (8830) and 2600-year atmospheric lifetime. Specialty low-temp cascade and fire suppression.",188,"R-218","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-218/"
"/refrigerant/r-22/","R-22 PT Chart, HCFC, GWP 1810, ODP 0.055 — Banned 2020 | HVAC PT Charts",71,"Verified R-22 (HCFC-22, chlorodifluoromethane) PT chart, GWP 1810, ODP 0.055. US production banned 1 Jan 2020 under Montreal Protocol. Mineral oil lubricant; reclaimed-only service supply.",188,"R-22","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-22/"
"/refrigerant/r-236ea/","R-236ea PT Chart, A1 HFC, GWP 1370 — ORC, High-Temp Heat Pump | HVAC PT Charts",78,"Verified R-236ea (HFC-236ea, 1,1,1,2,3,3-hexafluoropropane) PT chart. ASHRAE A1. GWP 1370. Specialty use in organic Rankine cycle and high-temperature heat pump research. Normal boiling +43°F.",192,"R-236ea","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-236ea/"
"/refrigerant/r-236fa/","R-236fa FE-36 PT Chart, A1, GWP 9810 — Fire Suppression | HVAC PT Charts",72,"Verified R-236fa (HFC-236fa, 1,1,1,3,3,3-hexafluoropropane, FE-36) PT chart. ASHRAE A1. GWP 9810 — very high. Primary use as clean-agent fire suppression replacing Halon 1211. Limited refrigeration use.",202,"R-236fa","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-236fa/"
"/refrigerant/r-245fa/","R-245fa Genetron 245fa PT Chart, B1, GWP 1030 — ORC, Chillers | HVAC PT Charts",78,"Verified R-245fa (HFC-245fa, 1,1,1,3,3-pentafluoropropane, Genetron 245fa) PT chart. ASHRAE B1. GWP 1030. Organic Rankine cycle, low-pressure chillers, foam blowing. Normal boiling +59°F.",187,"R-245fa","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-245fa/"
"/refrigerant/r-290/","R-290 Propane PT Chart, A3, GWP 3 — Natural Hydrocarbon Refrigerant | HVAC PT Charts",84,"Verified R-290 (propane, C₃H₈) PT chart, A3 highly flammable, GWP 3, ODP 0. Natural hydrocarbon refrigerant for heat pumps and small commercial refrigeration. Charge limits per IEC 60335.",187,"R-290","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-290/"
"/refrigerant/r-32/","R-32 PT Chart, A2L HFC, GWP 675 — R-410A Replacement | HVAC PT Charts",69,"Verified R-32 (difluoromethane) PT chart, GWP 675, A2L mildly flammable. Pure HFC; 50% R-410A by mass. Modern residential AC refrigerant under AIM Act 700-GWP threshold.",169,"R-32","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-32/"
"/refrigerant/r-365mfc/","R-365mfc Solkane 365mfc PT Chart, A2, GWP 794 — Foam Blowing | HVAC PT Charts",77,"Verified R-365mfc (HFC-365mfc, 1,1,1,3,3-pentafluorobutane, Solvay Solkane 365mfc) PT chart. ASHRAE A2 flammable. GWP 794. Primarily foam blowing agent for polyurethane insulation. Limited refrigeration use.",207,"R-365mfc","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-365mfc/"
"/refrigerant/r-404a/","R-404A PT Chart, A1 HFC Blend, GWP 3922 — Phase-Down | HVAC PT Charts",69,"Verified R-404A (R-125/R-143a/R-134a 44/52/4) PT chart, A1, GWP 3922 — highest among mainstream HFCs. Legacy low-temp commercial refrigerant; phased down under EPA AIM Act + EU F-Gas.",183,"R-404A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-404a/"
"/refrigerant/r-407a/","R-407A (Forane 407A) PT Chart, A1, GWP 2107, Commercial Refrigeration | HVAC PT Charts",86,"R-407A (Arkema Forane 407A) — ternary HFC blend. ASHRAE A1, GWP 2107. Commercial refrigeration medium and low temperature; alternative to R-407C and R-404A.",156,"R-407A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-407a/"
"/refrigerant/r-407c/","R-407C PT Chart, A1 HFC Blend, GWP 1774 — R-22 Retrofit | HVAC PT Charts",72,"R-407C (R-32/R-125/R-134a 23/25/52) PT chart. A1 HFC blend, GWP 1774, ~11°F glide. The dominant R-22 retrofit refrigerant; POE oil; close R-22 pressure-envelope match.",167,"R-407C","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-407c/"
"/refrigerant/r-407f/","R-407F (Genetron Performax LT) PT Chart, A1, GWP 1825, R-404A Replacement | HVAC PT Charts",90,"R-407F (Honeywell Genetron Performax LT) — ternary HFC blend. ASHRAE A1, GWP 1825. Lower-GWP, higher-capacity alternative to R-404A in commercial refrigeration.",160,"R-407F","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-407f/"
"/refrigerant/r-410a/","R-410A PT Chart, GWP 2088, A1, POE Lubricant — AIM Act Phase-Down | HVAC PT Charts",82,"R-410A — 50/50 R-32/R-125 near-azeotrope, ASHRAE A1, GWP 2088 (IPCC AR5). POE lubricant; ~60% higher pressures than R-22. New equipment phased out 1 Jan 2025 under EPA AIM Act.",176,"R-410A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-410a/"
"/refrigerant/r-417a/","R-417A (ISCEON MO59) PT Chart, A1, GWP 2346, R-22 Retrofit (MO-Compatible) | HVAC PT Charts",91,"R-417A (ISCEON MO59) — ternary HFC blend with isobutane. ASHRAE A1, GWP 2346. R-22 retrofit refrigerant that works with mineral oil — no oil change required.",157,"R-417A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-417a/"
"/refrigerant/r-421a/","R-421A PT Chart, A1, GWP 2630, R-22 Retrofit (MO-Compatible) | HVAC PT Charts",77,"R-421A (Choice R-421A) — binary HFC blend (R-125/R-134a 58/42). ASHRAE A1, GWP 2630. R-22 retrofit option with mineral oil compatibility.",137,"R-421A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-421a/"
"/refrigerant/r-422a/","R-422A (ISCEON MO79) PT Chart, A1, GWP 3143, R-502 Retrofit | HVAC PT Charts",76,"R-422A (ISCEON MO79) — ternary HFC blend with isobutane. ASHRAE A1, GWP 3143. Mineral-oil-compatible R-502 and R-22 low-temperature retrofit.",141,"R-422A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-422a/"
"/refrigerant/r-422b/","R-422B PT Chart, A1 HFC Blend, GWP 2526 — R-22 Retrofit | HVAC PT Charts",72,"Verified R-422B (HFC blend, 55/42/3 R-125/R-134a/R-600a) PT chart and properties. ASHRAE A1, GWP 2526. Mineral-oil-compatible R-22 medium-temp retrofit option.",159,"R-422B","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-422b/"
"/refrigerant/r-422d/","R-422D PT Chart, A1 HFC Blend, GWP 2729 — MO99 R-22 Retrofit | HVAC PT Charts",77,"R-422D (R-125/R-134a/R-600a 65.1/31.5/3.4) PT chart. A1 HFC blend, GWP 2729, Honeywell Genetron MO99 trade name. R-22 mineral-oil retrofit refrigerant — no oil change required.",176,"R-422D","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-422d/"
"/refrigerant/r-427a/","R-427A (Forane 427A) PT Chart, A1, GWP 2138, R-22 Retrofit | HVAC PT Charts",75,"R-427A (Arkema Forane 427A) — quaternary HFC blend. ASHRAE A1, GWP 2138. Compatible with mineral oil, alkylbenzene, or POE — marketed as 'simple retrofit' from R-22.",165,"R-427A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-427a/"
"/refrigerant/r-438a/","R-438A PT Chart, A1 HFC Blend, GWP 2265 — Honeywell MO99 alternative | HVAC PT Charts",85,"R-438A (R-32/R-125/R-134a/R-600/R-601a) PT chart. A1 HFC blend with hydrocarbon component, GWP 2265. Honeywell Genetron MO99 alternative for R-22 retrofit with mineral oil compatibility.",186,"R-438A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-438a/"
"/refrigerant/r-448a/","R-448A PT Chart, A1 HFC Blend, GWP 1387 — Solstice N40, R-404A Retrofit | HVAC PT Charts",88,"R-448A (R-32/R-125/R-134a/R-1234yf/R-1234ze 26/26/21/20/7) PT chart. A1 HFC/HFO blend, GWP 1387, Honeywell Solstice N40. R-404A retrofit with ~65% GWP reduction. POE oil; ~10°F glide.",183,"R-448A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-448a/"
"/refrigerant/r-449a/","R-449A PT Chart, A1 HFC Blend, GWP 1397 — Opteon XP40, R-404A Retrofit | HVAC PT Charts",87,"R-449A (R-32/R-125/R-134a/R-1234yf 24.3/24.7/25.7/25.3) PT chart. A1 HFC/HFO blend, GWP 1397, Chemours Opteon XP40. R-404A retrofit with ~65% GWP reduction. POE oil; ~10°F glide.",178,"R-449A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-449a/"
"/refrigerant/r-450a/","R-450A PT Chart, A1 Azeotrope, GWP 605 — Solstice N13, R-134a Retrofit | HVAC PT Charts",87,"R-450A (R-134a/R-1234ze(E) 42/58) PT chart. A1 near-azeotrope, GWP 605, Honeywell Solstice N13. Chiller drop-in retrofit for R-134a. POE oil; ~0.6°F glide.",155,"R-450A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-450a/"
"/refrigerant/r-452a/","R-452A (Opteon XP44) PT Chart, A1, GWP 2140, Transport Refrigeration | HVAC PT Charts",85,"R-452A (Chemours Opteon XP44) — ternary HFC/HFO blend optimized for transport refrigeration. ASHRAE A1, GWP 2140. POE oil required. R-404A retrofit for truck and trailer.",170,"R-452A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-452a/"
"/refrigerant/r-452b/","R-452B (Opteon XL55) PT Chart, A2L, GWP 698, R-410A Replacement | HVAC PT Charts",80,"R-452B (Chemours Opteon XL55 / Honeywell Solstice 452B) — ternary HFC/HFO blend. ASHRAE A2L, GWP 698. R-410A replacement with very similar pressures. POE oil required.",167,"R-452B","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-452b/"
"/refrigerant/r-454b/","R-454B PT Chart, A2L Blend, GWP 466 — Carrier Puron Advance | HVAC PT Charts",76,"Verified R-454B (R-32/R-1234yf 68.9/31.1) PT chart, A2L, GWP 466 (IPCC AR5). Carrier-preferred R-410A replacement marketed as Puron Advance; ~2°F glide; POE oil.",161,"R-454B","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-454b/"
"/refrigerant/r-454c/","R-454C PT Chart, A2L Low-GWP Blend, GWP 148 — R-404A Replacement | HVAC PT Charts",81,"R-454C (R-32/R-1234yf 21.5/78.5) PT chart, A2L mildly flammable, GWP 148. Low-GWP A2L commercial refrigeration replacement for R-404A. ~14°F glide; POE oil.",156,"R-454C","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-454c/"
"/refrigerant/r-455a/","R-455A PT Chart, A2L Low-GWP Blend, GWP 148 — R-404A Replacement | HVAC PT Charts",81,"R-455A (R-744/R-32/R-1234yf 3/21.5/75.5) PT chart, A2L mildly flammable, GWP 148. Low-GWP commercial refrigeration replacement for R-404A. 3% CO₂ component for capacity; ~22°F glide; POE oil.",191,"R-455A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-455a/"
"/refrigerant/r-457a/","R-457A PT Chart, A2L HFO Blend, GWP 139 — R-404A/R-22 Replace | HVAC PT Charts",78,"Verified R-457A (HFO blend, 18/70/12 R-32/R-1234yf/R-152a) PT chart and properties. ASHRAE A2L mildly flammable; very low GWP 139. R-404A and R-22 commercial refrigeration replacement.",184,"R-457A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-457a/"
"/refrigerant/r-500/","R-500 PT Chart, CFC Azeotrope (R-12/R-152a), GWP 8077 — Banned | HVAC PT Charts",79,"R-500 (azeotropic CFC blend, 73.8/26.2 R-12/R-152a) PT chart and properties. Production banned 1996 under Montreal Protocol. Historical use in centrifugal chillers and commercial refrigeration.",193,"R-500","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-500/"
"/refrigerant/r-502/","R-502 PT Chart, Azeotropic HCFC/CFC Blend, GWP 4657 — Banned | HVAC PT Charts",77,"R-502 (azeotropic blend, 48.8/51.2 R-22/R-115) PT chart and properties. Historical dominant low-temperature commercial refrigerant. Banned 1996 under Montreal Protocol (R-115 is a CFC).",185,"R-502","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-502/"
"/refrigerant/r-503/","R-503 PT Chart, CFC/HFC Azeotrope, GWP 13600 — Banned 1996 | HVAC PT Charts",75,"R-503 (azeotropic blend, 40.1/59.9 R-23/R-13) PT chart. Historical cascade low-stage refrigerant for environmental test chambers and cryogenic systems. Banned 1996. ODP 0.599, GWP 13600.",186,"R-503","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-503/"
"/refrigerant/r-507a/","R-507A PT Chart, A1 Azeotrope, GWP 3985 — Legacy R-502 Replacement | HVAC PT Charts",83,"R-507A (R-125/R-143a 50/50) PT chart. A1 azeotrope, GWP 3985 — among the highest mainstream HFCs. Legacy R-502 replacement in low-temperature commercial refrigeration; phased down under EPA AIM Act.",198,"R-507A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-507a/"
"/refrigerant/r-513a/","R-513A PT Chart, A1 Azeotrope, GWP 631 — Opteon XP10, R-134a Retrofit | HVAC PT Charts",86,"R-513A (R-134a/R-1234yf 44/56) PT chart. A1 near-azeotrope, GWP 631 (56% lower than R-134a), Chemours Opteon XP10. Chiller drop-in retrofit for R-134a. POE oil; ~0°F glide.",172,"R-513A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-513a/"
"/refrigerant/r-514a/","R-514A Opteon XP30 PT Chart, B1 Chiller Blend, GWP 2 — R-123 Replace | HVAC PT Charts",85,"Verified R-514A (Chemours Opteon XP30, R-1336mzz(Z)/R-1130(E) blend) PT chart. ASHRAE B1 (higher toxicity), GWP 2. Low-pressure centrifugal chiller R-123 replacement.",166,"R-514A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-514a/"
"/refrigerant/r-515a/","R-515A Solstice 515A PT Chart, A1, GWP 392 — A1 R-134a Replace | HVAC PT Charts",79,"Verified R-515A (Honeywell Solstice 515A, R-1234ze(E)/R-227ea 88/12) PT chart. Near-azeotropic blend. ASHRAE A1 (non-flammable). GWP 392. R-134a replacement where A1 is required.",178,"R-515A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-515a/"
"/refrigerant/r-515b/","R-515B Solstice N15 PT Chart, A1 Azeotrope, GWP 287 — R-134a Replace | HVAC PT Charts",85,"Verified R-515B (Honeywell Solstice N15, R-1234ze(E)/R-227ea 91.1/8.9) PT chart. Azeotropic blend. ASHRAE A1 (non-flammable). GWP 287 — lower than R-515A. R-134a replacement.",174,"R-515B","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-515b/"
